compound_stem,SMILES,compound_name,pubchem_cid,kegg_id
K69210552,OC(=O)c1oc2ccccc2c1CSCc1ccccc1,3-benzylsulfanylmethyl-benzofuran-2-carboxylic acid,NA,NA
K69211342,Cc1nc2c(Cl)cccc2[nH]1,4-chloro-2-methyl-1h-benzo[d]imidazole,NA,NA
K69211607,Cc1ccc(CSc2nnc(CNc3ccc(F)cc3)o2)cc1,bas 02240867,NA,NA
K69213203,COc1cccc(NC(=O)C[C@H]2CC[C@H]3[C@@H](COc4ccc(NC(=O)C5CCCCC5)cc4C(=O)N3C)O2)c1,brd-k69213203-001-01-5,NA,NA
K69214335,COc1ccc(CNC(=O)N2CCc3ccccc3C2)cc1,t5562529,NA,NA
K69216000,O=C(N1CCC(CC1)c1nc2ccc(cn2n1)N1CCOCC1)c1ccco1,zinc96038299,NA,NA
K69216400,CCC(=O)N1CC[C@@]2(CC1)CN([C@@H](CO)c1c2c2ccc(OC)cc2n1C)C(=O)c1cnccn1,brd-k69216400-001-01-9,NA,NA
K69219213,CN(C)C(=O)c1ccc(NC(=O)COC(=O)C2(CCCC2)c2ccccc2)cc1,zinc06510246,NA,NA
K69227062,CN1CCO[C@]2(CCC[C@H]2COc2cccnc2)C1,zinc96159961,NA,NA
K69230248,Cc1noc(n1)[C@H]1C[C@H]2CN(CC[C@@H]2O1)C(=O)c1ccc(C)nc1,zinc96070543,NA,NA
K69233302,CN(C)C(=O)N1C[C@@H]2OCCN(CCN3CCCC3)[C@H]2C1,NA,NA,NA
K69236721,Cc1ccc(NC(=O)C2(CC2)c2ccc3OC(F)(F)Oc3c2)nc1-c1cccc(c1)C(O)=O,936727-05-8,16678941,NA
K69237190,CC(C)Nc1nc(C)c2CN(Cc3ccc(C)s3)CCc2n1,zinc96253903,NA,NA
K69238494,OC[C@@H]1Nc2ccc(cc2[C@@H]2[C@H]1CCN2C(=O)Cc1cccnc1)C#Cc1cccc(F)c1,chembl3560266,NA,NA
K69238679,CCC(=O)N1CC2(C1)[C@H]([C@@H](CO)N2C(=O)c1ccccc1)c1ccccc1,brd-k69238679-001-01-7,NA,NA
K69246949,OC(=O)c1ccc(Sc2nnc(o2)-c2cccc(Br)c2)c(c1)[N+]([O-])=O,st056795,NA,NA
K69247501,O=C(Cn1c2ccccc2oc1=O)Nc1nnc(s1)N1CCCCCC1,mls000522711,NA,NA
K69253765,Cc1cc(C(=O)COc2ncnc3sccc23)c(C)n1C1CC1,mls000056690,NA,NA
K69256595,C1[C@H]2CCN(C[C@@H]2O[C@H]1c1ccncn1)c1ncccn1,NA,NA,NA
K69257596,CC(C)NC(=O)N1C[C@H]2[C@H]([C@@H](CO)N2C(=O)C1)c1ccc(cc1)C#CCN(C)C,brd-k69257596-001-01-7,NA,NA
K69260751,Cn1nc(c2[C@H]3CN(C[C@@H]3Cc12)C(=O)C1(C)CC1)-c1ccccc1,NA,NA,NA
K69261014,CC(C)C#Cc1ccc(cc1)[C@@H]1[C@@H](CO)N2[C@H]1CN(CC2=O)S(=O)(=O)c1ccccc1,brd-k69261014-001-01-3,NA,NA
K69266751,C\C=C\c1ccc(cc1)[C@@H]1[C@H](CO)N(C(=O)CN(C)C)C11CN(C1)C(=O)C1CC1,brd-k69266751-001-01-9,NA,NA
K69270276,OC[C@H]1[C@H](c2ccccc2)C2(CN(C2)C(=O)c2cccnc2)N1Cc1cccnc1,brd-k69270276-001-01-7,NA,NA
K69271037,OC[C@H]1[C@H]([C@@H]2CN(Cc3ccccc3)CC(=O)N12)c1ccc(Br)cc1,brd-k69271037-001-01-5,NA,NA
K69272065,CC(C)NC(=O)N1CCN(CCn2cccn2)c2nc(C)ccc2C1,chembl3442031,NA,NA
K69273212,CCN(CC)C(=O)COc1cc(C)c(Cl)c(C)c1,"2-(4-chloro-3,5-dimethylphenoxy)-n,n-diethylacetamide",NA,NA
K69274304,COCC#Cc1ccc(cc1)[C@@H]1[C@H](CO)N2[C@H]1CN(CC2=O)C(=O)Nc1ccc(F)cc1,brd-k69274304-001-01-5,NA,NA
K69282521,NNC(=O)c1ccc(Cl)cc1Cl,"2,4-dichlorobenzhydrazide",NA,NA
K69286214,CC(=O)c1cc2OCCOc2cc1NC(=O)c1ccco1,mls000674197,NA,NA
K69291665,OC[C@@H]1[C@H]([C@H]2CN(CC(=O)N12)C(=O)c1cccc(F)c1)c1ccc(\C=C\c2ccccc2)cc1,brd-k69291665-001-01-2,NA,NA
K69295087,OC[C@H]1Nc2ccc(cc2[C@H]2[C@@H]1CCN2S(=O)(=O)c1ccc(F)cc1)C#Cc1cccc(F)c1,brd-k69295087-001-02-1,NA,NA
K69295211,O=C(COC(=O)Cc1ccc(s1)S(=O)(=O)N1CCOCC1)Nc1ccccc1,t5678854,NA,NA
K69296769,CCC(=O)N1C[C@H](C)[C@H](CN(C)C(=O)c2cc(NC(=O)Nc3cccc(F)c3)ccc2OC[C@H]1C)OC,brd-k69296769-001-01-6,NA,NA
K69299985,Cc1c(sc2ccccc12)C(=O)c1ccccc1C(O)=O,175203-98-2,NA,NA
K69301901,C\C(c1ccc(Cl)cc1)=N/OCC(O)=O,ac1nwyp0,NA,NA
K69304981,COc1ccc2c3c([nH]c2c1)[C@H](CO)N(Cc1ccccc1)C[C@]31CN(C)C1,brd-k69304981-001-01-0,NA,NA
K69307797,CCn1c2ccc(cc2n(CC)c1=O)S(=O)(=O)N1CCc2ccccc12,st058798,NA,NA
K69310154,OC[C@@H]1[C@H]([C@H]2CN(CCCCN12)C(=O)C1CCC1)c1ccc(cc1)C#CC1(O)CCCC1,brd-k69310154-001-01-8,NA,NA
K69311030,FC(F)C(F)(F)COC(=O)CCC(=O)NCc1ccccc1,mls000105797,NA,NA
K69311640,Oc1ncnc2ccc(cc12)[N+]([O-])=O,6-nitroquinazolin-4(3h)-one,NA,NA
K69312938,COc1ccc2c3c([C@H](CO)N(C[C@]33CCN(C)CC3)C(=O)c3ccccn3)n(C)c2c1,brd-k69312938-001-01-7,NA,NA
K69315042,[O-][N+](=O)c1ccc(N2CCOCC2)c(c1)C(=O)NCC1CCCCC1,zinc06269054,NA,NA
K69315328,Cc1cc(OCC(=O)OCC(=O)NCCN2C(=O)CSC2=O)ccc1Cl,t5597940,NA,NA
K69316144,OC(=O)c1cccc(c1)S(=O)(=O)Nc1ccc(Oc2ccccc2)cc1,ac1m7ind,NA,NA
K69319586,Cc1cc(NC(=O)COC(=O)c2ccc(cc2)S(=O)(=O)Nc2ccc(C)cc2)no1,mls001002448,NA,NA
K69320401,COC(=O)\C=C\S(=O)(=O)c1ccc(NC(C)=O)cc1,stk177373,NA,NA
K69330191,COc1ccc(C(=O)Cn2cnc3ccccc3c2=O)c(OC)c1,mls001149356,NA,NA
K69330244,COc1ccccc1OCc1cc(no1)C(=O)NCc1ccc(cc1)N1CCCC1=O,ambcb19569100,NA,NA
K69331166,Cc1nc2ccc(NC(=O)CCC3CCCC3)cc2s1,zinc06602315,NA,NA
K69331697,CCOc1c(Cl)cc(CNCC(C)C)cc1OC,ac1ljdy9,NA,NA
K69333654,Nc1ccc(Sc2nc3ccccc3[nH]2)cc1,4-(1h-benzimidazol-2-ylthio)aniline,NA,NA
K69334579,CN(C)CCCOc1nc2n(C)c(=O)n(C)c(=O)c2n1C,"8-(3-dimethylamino-propoxy)-1,3,7-trimethyl-3,7-dihydro-purine-2,6-dione",NA,NA
K69341443,CC1CCN(CC1)C(=O)COC(=O)c1ccc(C)c(c1)S(=O)(=O)N1CCCCC1,t6093970,NA,NA
K69344898,OC[C@H]1[C@@H]2Cn3c(ccc(-c4ccncc4)c3=O)[C@H]([C@@H]1C(=O)NCC1CC1)N2Cc1nccs1,brd-k69344898-001-01-8,NA,NA
K69354144,COc1ccccc1-c1cc(C(=O)N\N=C\c2ccc(C)s2)c2ccccc2n1,zinc01003429,NA,NA
K69356874,C(CN1CCN(Cc2nc(no2)-c2ccc3OCOc3c2)CC1)Oc1ccccc1,ambcb45882803,NA,NA
K69356994,Clc1ccc(CCNC(=O)CCNS(=O)(=O)c2cccc3nonc23)cc1,smr000022158,NA,NA
K69364445,Cc1nnc(o1)[C@]12CCO[C@H]1CCN(C2)C(=O)c1occc1C,NA,NA,NA
K69365905,O[C@@H]1COC[C@@H]2O[C@@H](CC(=O)N[C@H]3CCN(Cc4ccccc4)C3)CC[C@H]2N(Cc2cc(F)ccc2F)C1,brd-k69365905-001-01-4,NA,NA
K69366670,Cc1nn(CCO)c2CCCC(=O)c12,mls000039351,NA,NA
K69368074,C(c1nnc2CCCCCn12)c1ccccc1,"3-benzyl-6,7,8,9-tetrahydro-5h-[1,2,4]triazolo[4,3-a]azepine",NA,NA
K69371622,COC(=O)[C@@H](NC(=O)NCc1ccccc1Cl)C(C)C,mls000083216,NA,NA
K69372996,COc1ccccc1-c1ccccc1[C@@H]1[C@H](CO)N([C@@H]1C#N)C(=O)C1CC1,brd-k69372996-001-01-0,NA,NA
K69374177,CCOC(=O)c1c(C)oc2ccc(O)c(CN(C)C)c12,ethyl 4-[(dimethylamino)methyl]-5-hydroxy-2-methyl-1-benzofuran-3-carboxylate,NA,NA
K69378251,Cc1ccc(cc1S(=O)(=O)N1CCOCC1)S(=O)(=O)c1ccccc1,4-(5-benzenesulfonyl-2-methyl-benzenesulfonyl)-morpholine,NA,NA
K69383775,CN(C)C(=O)N1CCN(CC1)c1ccc2ccc(cn12)C(=O)NCC1CC1,zinc96156042,NA,NA
K69383823,CCC(=O)Nc1c(C)n[nH]c1C,"n-(3,5-dimethyl-1h-pyrazol-4-yl)propanamide",NA,NA
K69386877,Nc1ccc(cc1)C(=O)Nc1ccc2[nH]c(nc2c1)-c1ccncc1,ac1llhtq,NA,NA
K69398468,COc1ccc(Cn2c(=O)[nH]c3cc(OC)c(OC)cc3c2=O)cc1,"6,7-dimethoxy-3-(4-methoxybenzyl)quinazoline-2,4(1h,3h)-dione",NA,NA
K69398834,CCN(CC)S(=O)(=O)c1cc(Br)ccc1OC,428471-30-1,NA,NA
K69401584,CS(=O)(=O)N1[C@@H](CO)[C@@H]([C@@H]1C#N)c1ccc(cc1)C#CC1CCCC1,brd-k69401584-001-01-5,NA,NA
K69402257,Cc1cccc(c1)C(=O)OCC(=O)Nc1ccccc1C(=O)NC1CC1,t5603900,NA,NA
K69402428,Cc1ncc2CSc3ccc(F)cc3-c2n1,zinc00111263,NA,NA
K69404234,CN(C)S(=O)(=O)c1ccc(NC(=O)c2cc3ccccc3o2)cc1,mls000098461,NA,NA
K69406514,CN(Cc1ccc(C)o1)C(=O)C1CCN(CC1)C(=O)Nc1ccccc1,zinc03504480,NA,NA
K69406842,O=C(Cc1ccccc1)N1CCc2n[nH]c(c2C1)-c1ccccc1,mls001216090,NA,NA
K69408514,CCN1CCN(CC1)C(=O)CN1C(=O)c2ccccc2S1(=O)=O,f2748-0256,NA,NA
K69412313,CC(=O)N1CCO[C@H]2CN(CC[C@@H]2C1)C(=O)COc1ccccc1,NA,NA,NA
K69412785,O=S(=O)(N1CCC2(CC1)OCCO2)c1ccc(s1)-c1ccccn1,"8-{[5-(2-pyridinyl)-2-thienyl]sulfonyl}-1,4-dioxa-8-azaspiro[4.5]decane",NA,NA
K69413919,Cc1nonc1NC(=O)N1CCCC1,"n-(4-methyl-1,2,5-oxadiazol-3-yl)pyrrolidine-1-carboxamide",NA,NA
K69415271,COCCN(C)C(=O)c1nc(-c2cn(C(C)C)c(C)n2)n2ccccc12,zinc96266911,NA,NA
K69417952,CS(=O)(=O)Nc1cccc(c1)-c1cnc2ccccc2n1,n-[3-(2-quinoxalinyl)phenyl]methanesulfonamide,NA,NA
K69419003,COc1ccc(CCNC(=O)c2cccc(c2)S(=O)(=O)N2CCCC2)cc1,ac1m5i5j,NA,NA
K69420053,CO[C@H]1CN(C)C(=O)c2cc(NC(=O)Nc3ccccc3OC)ccc2OC[C@@H](C)N(C)C[C@@H]1C,brd-k69420053-001-01-7,NA,NA
K69420403,COc1ccc(cc1)-n1ncc2c(NCc3ccco3)ncnc12,mls000036780,NA,NA
K69421540,CC(C)CN1CCC2(CN(C2)C(=O)c2cscn2)CC1,zinc96070993,NA,NA
K69422428,O=C(CCC(=O)Nc1cccnc1)NC1CCCCC1,stk075385,NA,NA
K69425327,CCN1[C@@H]2Cn3c(ccc(\C=C\c4ccccc4)c3=O)[C@H]1[C@H]([C@@H]2CO)C(=O)N1CCCCC1,brd-k69425327-001-01-6,NA,NA
K69426535,CCN(CC(=O)NC(C)(C)C)C(=O)c1ccc(Br)cc1,zinc03345203,NA,NA
K69432283,CC(=O)N1CC[C@H]2CN(Cc3ccccc3)S(=O)(=O)[C@@H]2CC1,NA,NA,NA
K69432866,Cc1ccccc1S(=O)(=O)N1CCCCN2[C@@H](CO)[C@@H]([C@@H]2C1)c1ccc(cc1)-c1cccnc1,brd-k69432866-001-01-9,NA,NA
K69434882,COc1ccc(NC(=O)CN(C)C(=O)Cc2ccc3CCCc3c2)cc1,t6120844,NA,NA
K69439080,CCOc1ccc(NC(C)=O)cc1[N+]([O-])=O,n-(4-ethoxy-3-nitrophenyl)acetamide,NA,NA
K69441724,COc1cccc(CN2[C@@H](CO)[C@H](c3ccccc3)C22CN(Cc3ccccc3OC)C2)c1,brd-k69441724-001-03-8,NA,NA
K69441790,OC[C@@H]1[C@H]([C@H](C#N)N1C(=O)NC1CCCC1)c1ccc(cc1)-c1cccc(F)c1,chembl3561282,NA,NA
K69442098,CCOC(=O)c1cc(NC(=O)N(CC)CC)c(C)nc1C,f1469-0124,NA,NA
K69444951,CCC(=O)N1CC2(C1)[C@@H]([C@H](CO)N2C(=O)c1ccncc1)c1ccccc1,brd-k69444951-001-01-0,NA,NA
K69449918,COc1cccc(NC(=O)C[C@@H]2CC[C@@H]3[C@H](COc4ccc(NC(=O)C5CCOCC5)cc4C(=O)N3C)O2)c1,brd-k69449918-001-01-1,NA,NA
K69450197,Clc1ccc(NC(=O)CCCOc2ccccc2)nc1,n-(5-chloropyridin-2-yl)-4-phenoxybutanamide,NA,NA
K69450677,Cn1cc(Cl)c(n1)C(=O)N(Cc1ccccc1)c1ccccn1,ak-968/11844021,NA,NA
K69451602,COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(C[C@]31CCN(Cc2cncnc2)CC1)C(=O)CC1CC1,brd-k69451602-001-01-8,NA,NA
K69461582,CCCN1[C@H]2Cn3c(ccc(-c4ccccc4)c3=O)[C@@H]1[C@@H]([C@H]2CO)C(=O)N1CCCCC1,brd-k69461582-001-01-1,NA,NA
K69464508,CC(C)Cc1nc(N2CCN(CC2)C(=O)c2ccccc2)c(C#N)c2CCCc12,smr000148196,NA,NA
K69471426,OC[C@@H]1[C@H](c2ccccc2)C2(CN(C2)C(=O)Cc2ccccn2)N1Cc1ccccn1,brd-k69471426-001-01-0,NA,NA
K69472102,Cc1noc(C)c1CN1CCCn2nnc(COCCO)c2C1,zinc96256069,NA,NA
K69475199,CO[C@H]1CN(C)C(=O)c2cc(NC(=O)Nc3cccc(F)c3)ccc2OC[C@@H](C)NC[C@H]1C,brd-k69475199-001-01-6,NA,NA
K69480087,O=C(N1CCc2ccccc2C1)c1cccnc1,mls000106085,NA,NA
K69480620,CCCNC(=O)N1C[C@@H]2[C@@H]([C@H](CO)N2Cc2cccc(OC)c2)c2ccccc12,brd-k69480620-001-01-5,NA,NA
K69484418,CCOC(=O)c1c(C)nc2sccn12,57626-37-6,NA,NA
K69485814,CO[C@@H]1CN(C)C(=O)c2ccc(NC(C)=O)cc2OC[C@H](C)N(Cc2ccccc2OC)C[C@@H]1C,brd-k69485814-001-01-0,NA,NA
K69486350,OC[C@@H]1Nc2ccc(cc2[C@@H]2[C@H]1CCN2C(=O)Cc1ccccc1)C1=CCCCC1,chembl2361273,NA,NA
K69489985,CCOC(=O)C1(Cc2cccc(F)c2)CCN(CC1)C(=O)C1CCC1,ambcb29042562,NA,NA
K69490391,O=C(CN(c1ccccc1)S(=O)(=O)c1ccccc1)NCCSc1ccccn1,stk337120,NA,NA
K69490552,CC(C)NC(=O)[C@@]12COC[C@@H]1CN(Cc1cnn(C)c1)C2,NA,NA,NA
K69492820,CO[C@@H]1CN(C)C(=O)c2ccc(NC(C)=O)cc2OC[C@H](C)N(C[C@@H]1C)C(=O)c1ccccc1,brd-k69492820-001-01-8,NA,NA
K69493304,Cc1nn(c(C)c1C(=O)OCC(=O)Nc1ccc2OCOc2c1)-c1ccccc1,smr000064616,NA,NA
K69494071,O[C@H]1CCN(C1)C(=O)c1ccc2oc(Cc3ccc(Cl)cc3)nc2c1,ambcb30122823,NA,NA
K69494685,Fc1ccc(Cn2cc(NC(=O)c3cc(on3)-c3ccco3)cn2)cc1,mls000730236,NA,NA
K69497385,CCCC#Cc1cnc2O[C@@H](CN(C)C(=O)C3CCC3)[C@H](C)CN([C@H](C)CO)C(=O)c2c1,brd-k69497385-001-01-4,NA,NA
K69499374,O=C(N1CCn2cc(CNc3ccccn3)nc2C1)c1ccoc1,zinc96068053,NA,NA
K69502189,OC(=O)CCCNS(=O)(=O)c1cccs1,4-(thiophene-2-sulfonylamino)-butyric acid,NA,NA
K69503853,NC(=O)c1c(NC(=O)CC#N)sc2CCCCc12,en300-05543,NA,NA
K69504306,CC(C)CNC(=O)COc1ncnc2ccccc12,t5267127,NA,NA
K69510809,CN1C[C@H]2[C@H]([C@@H](CO)N2C(=O)C2CCOCC2)c2ccccc12,chembl3183816,NA,NA
K69512465,CC(C)(C)NC(=O)c1ccc(COCC(F)(F)F)o1,mls000088848,NA,NA
K69514471,CN(Cc1cccs1)C(=O)CCc1c[nH]c2ccccc12,zinc03438691,NA,NA
K69516325,C(Cc1nc(no1)-c1ccncc1)C1CCCC1,stk323406,NA,NA
K69516905,CCOC(=O)Cn1c(nc2n(C)c(=O)[nH]c(=O)c12)N1CCCCCC1,f0017-1000,NA,NA
K69517408,CCOC(=O)Cc1ncccc1C(=O)Nc1ccc(Oc2ccccc2)cc1,ethyl 2-{3-[(4-phenoxyanilino)carbonyl]-2-pyridinyl}acetate,NA,NA
K69519136,COc1ccc2c3c([nH]c2c1)[C@H](CO)N(C[C@]31CCN(CC1)C(=O)c1cccc(F)c1)C(=O)c1ccccc1,brd-k69519136-001-01-7,NA,NA
K69519604,CN(C)S(=O)(=O)N1C[C@H]2C[C@@H]([C@@H](C1)O2)C(=O)NCc1ccccc1,chembl3471560,NA,NA
K69520843,CCN(CC)C(=O)c1cncc(C(=O)N(CC)CC)c1-c1ccccc1,"n,n,n',n'-tetraethyl-4-phenylpyridine-3,5-dicarboxamide",NA,NA
K69521930,Cc1c(c(O)nn1-c1ccc(F)cc1)-c1ccccn1,mls000736352,NA,NA
K69534986,COCCN(CCOC)C(=O)Nc1ccc(Cl)cc1,st51035198,NA,NA
K69536144,CS(=O)(=O)N(CC(O)=O)c1cccc(Cl)c1,[(3-chlorophenyl)(methylsulfonyl)amino]acetic acid,NA,NA
K69537831,COc1cccc(c1)N1CCN(CC1)C(=O)c1[nH]c(C)c(C(C)=O)c1C,mls000045228,NA,NA
K69539048,O=C(COc1ccccc1)Nc1ccc(cc1)-c1ccc(nn1)N1CCOCC1,f2724-0662,NA,NA
K69543307,CN(c1ccc(OCC(=O)NC2CCCC2)cc1)S(=O)(=O)c1cccs1,zinc03287105,NA,NA
K69544967,O=C(Nc1nccs1)c1cc(nc2ccccc12)-c1ccccc1,"2-phenyl-n-(1,3-thiazol-2-yl)quinoline-4-carboxamide",NA,NA
K69545801,COC(=O)c1ccc(CS(=O)(=O)c2ccc(F)cc2)o1,mls001200931,NA,NA
K69546332,Cc1noc(C)c1COC(=O)c1ccc(cc1)S(=O)(=O)NCc1ccco1,t5244118,NA,NA
K69546629,OC[C@H]1[C@H]2[C@H](CN(C(=O)CC(F)(F)F)c3ccccc23)N1C(=O)C1CCOCC1,brd-k69546629-001-01-4,NA,NA
K69547281,OC[C@H]1O[C@H](CC(=O)NC2CCCCC2)C[C@H]2[C@@H]1Oc1ccc(NC(=O)C3CCC3)cc21,brd-k69547281-001-01-1,NA,NA
K69547285,CCOc1cc(ccc1Br)S(=O)(=O)N(CC)CC,"4-bromo-3-ethoxy-n,n-diethylbenzenesulfonamide",NA,NA
K69555853,CC(C)[C@H](NC(=O)c1ccccc1)C(=O)NC1CCCCCCC1,t5306975,NA,NA
K69557757,COC(=O)C1CCN(CC1)C(=O)C1CCCCC1,st50617503,NA,NA
K69557760,COCC(=O)N1CC2(C1)[C@@H]([C@H](CO)N2C(=O)NC1CCCC1)c1ccccc1,brd-k69557760-001-01-0,NA,NA
K69558303,CN1CCN(CC1)C(=O)C[C@@H]1C[C@@H]2[C@@H](Oc3ccc(NC(=O)C4CCOCC4)cc23)[C@@H](CO)O1,brd-k69558303-001-01-2,NA,NA
K69558329,CCN(Cc1cc(O)nc2ccccc12)C(=O)C(C)C,zinc05219192,NA,NA
K69559673,Cn1nccc1C(=O)N1CCN(CC1)c1ccc(F)cc1,st50916929,NA,NA
K69564777,O=C(NCCc1ccccc1)C1CCN(CC1)S(=O)(=O)c1cccs1,smr000060828,NA,NA
K69565434,CC(C)CC(=O)Nc1cccc(NC(=O)CC(C)C)n1,st50929722,NA,NA
K69568114,OC[C@@H]1[C@H](c2ccccc2)C2(CN(CCC(F)(F)F)C2)N1C(=O)c1ccccc1,brd-k69568114-001-01-0,NA,NA
K69569585,CCOC(=O)c1cnc2n(C)nc(C3CC3)c2c1N1CCOCC1,"ethyl 3-cyclopropyl-1-methyl-4-morpholino-1h-pyrazolo[3,4-b]pyridine-5-carboxylate",NA,NA
K69582183,OC[C@@H]1Nc2ccc(cc2[C@H]2[C@@H]1CCN2C(=O)c1ccccc1)-c1ccc(F)cc1,brd-k69582183-001-01-7,NA,NA
K69589866,Cc1cc(C)n(CCc2nc(cs2)-c2cccs2)n1,t0512-7641,NA,NA
K69590298,CCCNC(=O)C[C@@H]1CC[C@H]2[C@H](COc3ccc(NC(=O)NCCC)cc3C(=O)N2C)O1,brd-k69590298-001-01-2,NA,NA
K69593994,CN1[C@@H](CO)[C@@H]2CCN([C@@H]2c2cc(ccc12)-c1cccc(F)c1)C(=O)C1CC1,chembl3559772,NA,NA
K69599132,CO[C@@H]1CN(C)C(=O)c2cc(NC(C)=O)ccc2OC[C@H](C)N(CCC(F)(F)F)C[C@@H]1C,brd-k69599132-001-01-3,NA,NA
K69600252,CCOc1ccc(cc1)S(=O)(=O)N(C)CC(=O)NC1CCCC1,stk319088,NA,NA
K69604135,O=C(Nc1ccc(cc1)C(=O)N1CCCCC1)c1cccs1,ak-918/37148022,NA,NA
K69606171,CNc1nc2c(Cl)cc(Cl)cc2s1,"4,6-dichloro-n-methyl-1,3-benzothiazol-2-amine",NA,NA
K69611324,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,diisobutyl phthalate,NA,NA
K69611470,CCCNC(=O)N1[C@H](CO)[C@H](c2ccccc2)C11CN(C1)C(=O)c1cccnc1,brd-k69611470-001-01-6,NA,NA
K69612789,Oc1cc(nc2nc(SCc3ccccc3)nn12)-c1ccccc1,mls000084300,NA,NA
K69614905,COc1ccc(cc1)-c1ccc(cc1)[C@H]1[C@@H](CO)N([C@H]1C#N)C(=O)CN(C)C,brd-k69614905-001-01-5,NA,NA
K69617049,CN(Cc1cncnc1)[C@H]1CN([C@H]2CCCO[C@@H]12)C(=O)CNC(C)=O,NA,NA,NA
K69620758,CNC(=O)Nc1ccccc1F,n-(2-fluorophenyl)-n'-methylurea,NA,NA
K69627877,CN1N=C(CS\C1=N/Cc1ccccc1)c1ccc(NC(C)=O)cc1,ac1nlzwu,NA,NA
K69629543,COc1cc(CC(=O)OCC(=O)NC2CC2)cc(OC)c1OC,t0509-8080,NA,NA
K69630029,OC[C@@H]1[C@H]2[C@H](CN(C(=O)CC(F)(F)F)c3ccccc23)N1C(=O)Cc1cccnc1,brd-k69630029-001-01-2,NA,NA
K69637900,Cn1c2ccc(cc2oc1=O)S(=O)(=O)NCc1ccncc1,mls000042642,NA,NA
K69639747,COc1ccccc1-c1ccccc1[C@@H]1[C@H](CO)N([C@@H]1C#N)C(=O)C1CCOCC1,brd-k69639747-001-01-4,NA,NA
K69639784,O=S(=O)(N1CCOCC1)c1cccc(c1)-c1nnco1,t0515-1844,NA,NA
K69640291,C\C=C\c1ccc2N[C@@H](CO)[C@H]3CCN([C@H]3c2c1)C(=O)c1ccc2OCOc2c1,chembl3560803,NA,NA
K69642065,COc1ccc(cc1)-c1ccc(cc1)[C@H]1[C@@H](CO)N[C@@H]1C#N,brd-k69642065-001-02-0,NA,NA
K69645972,COc1ccc(OCC(=O)Nc2ccccc2C(=O)N2CCCC2)cc1,bas 05311963,NA,NA
K69646892,Cc1cnc(cn1)C(=O)OCC(=O)NC1CCCCCCC1,t0506-0846,NA,NA
K69649825,COc1ccc(NC(=O)C2(CCCCC2)N(CC(C)C)C(=O)Cn2nnnc2N)cc1,smr000021082,NA,NA
K69650333,C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(Cc2c(O)c3C(=O)c4ccccc4C(=O)c3c(O)c12)C(C)=O,IDARUBICIN,42890,D01747
K69651117,CCCN1[C@H](CO)[C@@H]([C@@H]1CNC(=O)CN1CCOCC1)c1ccc(cc1)\C=C\C,brd-k69651117-001-01-1,NA,NA
K69658376,C1COc2cc(ccc2O1)-c1csc(n1)-c1cccnc1,f1143-0821,NA,NA
K69662995,Fc1ccc(C(=O)N2CCC(CC2)c2nc3ccc(cn3n2)-c2cccnc2)c(F)c1,zinc96155782,NA,NA
K69667725,OC[C@@H]1[C@H]([C@H](C#N)N1C(=O)Cc1ccncc1)c1ccccc1-c1ccccc1,brd-k69667725-001-01-1,NA,NA
K69667779,Clc1cnc(NC(=O)COC(=O)C2CCCC2)c(Cl)c1,mls001159411,NA,NA
K69668073,O[C@H]1COC[C@@H]2O[C@@H](CC(=O)NCC3CC3)CC[C@H]2N(CC2CCCCC2)C1,brd-k69668073-001-01-7,NA,NA
K69668595,COc1ccc(CCc2nnc(CCC(=O)N(C)Cc3ccnc4ccccc34)o2)cc1,ambcb50551418,NA,NA
K69668687,CCCN1C[C@H](C)[C@H](CN(C)C(=O)c2cc(NC(=O)c3ccccc3)ccc2OC[C@H]1C)OC,brd-k69668687-001-01-5,NA,NA
K69672090,CC(C)Cc1nc2oc3c(NCCCN4CCOCC4)ncnc3c2c2CCCc12,smr000149440,NA,NA
K69673093,O=c1cc(Cn2ccnc2)nc2CN(Cc3cccs3)CCCn12,chembl3443000,NA,NA
K69678382,OC(=O)c1cc(NC(=O)CCc2ccccc2)cc(NC(=O)CCc2ccccc2)c1,"3,5-bis(3-phenylpropanoylamino)benzoic acid",NA,NA
K69680665,CN1C(=O)CC[C@]11CC[C@@H](CC1)NC(=O)Cc1ccccc1,zinc96090180,NA,NA
K69681876,OC[C@@H]1N[C@@H](CNC(=O)CN2CCOCC2)[C@H]1c1ccc(cc1)-c1ccccc1,brd-k69681876-001-01-9,NA,NA
K69682687,O=C(N1CCN(CC2CC2)c2ncccc2C1)c1ccc[nH]1,zinc96069199,NA,NA
K69687285,COc1ccc(NC(=O)CN(C)C(=O)c2cc(nn2-c2ccccc2)C2CC2)cc1,zinc07990922,NA,NA
K69688083,CN(C)C(=O)Oc1ccc[n+](C)c1,pyridostigmine,4991,D00487
K69689045,Cc1cc2c(nc(oc2=O)-c2ccc(F)cc2)s1,mls000706254,NA,NA
K69690542,CN(C)S(=O)(=O)c1cccc(c1)C(=O)N1CCc2ccccc12,zinc01075245,NA,NA
K69693711,CCN(CCn1cccn1)C(=O)c1cc(COc2cccc3cccnc23)on1,mls000732580,NA,NA
